"question_id","participant_id","answer","time","correct","type","size","layout","domain_question"
23,15,"Health issues                                                                                                                                                                                                                                                                                               ","14.991","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
1,15,"Depression                                                                                                                                                                                                                                                                                                  ","8.495","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
14,15,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","12.319","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
8,15,"Drinking friends -> behavioural issues -> low grades                                                                                                                                                                                                                                                        ","10.504","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
28,15,"Missed deadlines -> Poor performance -> Fail exams                                                                                                                                                                                                                                                          ","74.814","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
7,15,"Behavioural issues                                                                                                                                                                                                                                                                                          ","11.264","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
22,15,"Drinking parents->underaged drinking -> gambling                                                                                                                                                                                                                                                            ","14.079","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
9,15,"Better social life                                                                                                                                                                                                                                                                                          ","7.559","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
15,15,"Low salary                                                                                                                                                                                                                                                                                                  ","12.872","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
30,15,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","9.12","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
17,15,"Sports avoidance                                                                                                                                                                                                                                                                                            ","10.728","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
16,15,"Negative parenting -> childhood issues -> drinking parents                                                                                                                                                                                                                                                  ","36.92","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
20,15,"Meditation -> relaxed self -> pass exams                                                                                                                                                                                                                                                                    ","15.919","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
27,15,"Pass exams                                                                                                                                                                                                                                                                                                  ","24.335","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
13,15,"Poor performance                                                                                                                                                                                                                                                                                            ","17.992","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
35,15,"Low salary                                                                                                                                                                                                                                                                                                  ","10.806","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
34,15,"Gym buddy -> social gym experience -> pleasant gym                                                                                                                                                                                                                                                          ","54.999","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
15,16,"Low salary                                                                                                                                                                                                                                                                                                  ","6.615","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
31,16,"Pleasant gym time                                                                                                                                                                                                                                                                                           ","9.703","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
18,16,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","19.232","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
32,16,"Gym overuse -> taking supplements -> Evident results                                                                                                                                                                                                                                                        ","43.943","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
34,16,"Gym buddy -> social gym experience -> pleasant gym                                                                                                                                                                                                                                                          ","35.791","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
8,16,"Drinking friends -> behavioural issues -> low grades                                                                                                                                                                                                                                                        ","8.686","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
13,16,"Poor performance                                                                                                                                                                                                                                                                                            ","6.315","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
17,16,"Sports avoidance                                                                                                                                                                                                                                                                                            ","18.117","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
10,16,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","22.712","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
9,16,"Better social life                                                                                                                                                                                                                                                                                          ","8.184","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
25,16,"Obesity                                                                                                                                                                                                                                                                                                     ","10.871","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
6,16,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","13.246","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
2,16,"Childhood issues -> drinking parents -> underaged drinking                                                                                                                                                                                                                                                  ","20.352","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
23,16,"Health issues                                                                                                                                                                                                                                                                                               ","10.991","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
1,16,"Depression                                                                                                                                                                                                                                                                                                  ","9.073","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
3,16,"More friends                                                                                                                                                                                                                                                                                                ","11.006","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
16,16,"Negative parenting -> childhood issues -> drinking parents                                                                                                                                                                                                                                                  ","34.689","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
19,16,"Doesn't miss deadlines                                                                                                                                                                                                                                                                                      ","8.728","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
24,16,"Anxiety to attend -> gym dislike -> sports avoidance                                                                                                                                                                                                                                                        ","28.543","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
36,16,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","26.027","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
14,16,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","41.78","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
27,16,"Pass exams                                                                                                                                                                                                                                                                                                  ","17.01","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
21,16,"Gambling                                                                                                                                                                                                                                                                                                    ","10.372","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
5,16,"Successful Debates                                                                                                                                                                                                                                                                                          ","14.086","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
20,16,"Meditation -> relaxed self -> pass exams                                                                                                                                                                                                                                                                    ","17.783","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
35,16,"Low salary                                                                                                                                                                                                                                                                                                  ","13.447","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
22,16,"Drinking parents->underaged drinking -> gambling                                                                                                                                                                                                                                                            ","63.991","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
28,16,"Missed deadlines -> Poor performance -> Fail exams                                                                                                                                                                                                                                                          ","56.775","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
7,16,"Behavioural issues                                                                                                                                                                                                                                                                                          ","24.91","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
30,16,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","92.475","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
29,16,"Early age drinking                                                                                                                                                                                                                                                                                          ","54.98","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
33,16,"Gym buddy                                                                                                                                                                                                                                                                                                   ","20.587","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
4,16,"Doing sports -> participation in team sports -> team work behaviour                                                                                                                                                                                                                                         ","34.655","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
26,16,"Feeling happy -> being fit -> emotional stability                                                                                                                                                                                                                                                           ","30.991","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
12,16,"Good argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                               ","85.311","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
11,16,"Pass exams                                                                                                                                                                                                                                                                                                  ","18.648","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
18,17,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","22.716","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
34,17,"Gym buddy -> social gym experience -> pleasant gym                                                                                                                                                                                                                                                          ","24.895","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
21,17,"Gambling                                                                                                                                                                                                                                                                                                    ","11.723","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
35,17,"Low salary                                                                                                                                                                                                                                                                                                  ","13.013","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
1,17,"Depression                                                                                                                                                                                                                                                                                                  ","9.734","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
11,17,"Pass exams                                                                                                                                                                                                                                                                                                  ","12.285","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
16,17,"Negative parenting -> childhood issues -> drinking parents                                                                                                                                                                                                                                                  ","39.818","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
20,17,"Meditation -> relaxed self -> pass exams                                                                                                                                                                                                                                                                    ","16.649","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
13,17,"Poor performance                                                                                                                                                                                                                                                                                            ","12.483","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
12,17,"Good argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                               ","43.376","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
28,17,"Missed deadlines -> Poor performance -> Fail exams                                                                                                                                                                                                                                                          ","37.528","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
9,17,"Better social life                                                                                                                                                                                                                                                                                          ","6.967","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
5,17,"Successful Debates                                                                                                                                                                                                                                                                                          ","9.441","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
26,17,"Feeling happy -> being fit -> emotional stability                                                                                                                                                                                                                                                           ","19.424","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
4,17,"Doing sports -> participation in team sports -> team work behaviour                                                                                                                                                                                                                                         ","18.57","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
6,17,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","20.268","yes                           ","node-linked                   ","small                         ","parallel                      ","student                       "
19,17,"Doesn't miss deadlines                                                                                                                                                                                                                                                                                      ","25.071","yes                           ","matrix                        ","medium                        ","alpha                         ","student                       "
22,17,"Drinking parents->underaged drinking -> gambling                                                                                                                                                                                                                                                            ","8.52","yes                           ","matrix                        ","medium                        ","outDD                         ","drinking                      "
27,17,"Pass exams                                                                                                                                                                                                                                                                                                  ","14.84","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
3,17,"More friends                                                                                                                                                                                                                                                                                                ","7.909","yes                           ","node-linked                   ","small                         ","organic                       ","gym                           "
17,17,"Sports avoidance                                                                                                                                                                                                                                                                                            ","7.184","yes                           ","node-linked                   ","medium                        ","parallel                      ","gym                           "
30,17,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","9.201","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
24,17,"Anxiety to attend -> gym dislike -> sports avoidance                                                                                                                                                                                                                                                        ","17.341","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
8,17,"Drinking friends -> behavioural issues -> low grades                                                                                                                                                                                                                                                        ","11.447","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
23,17,"Health issues                                                                                                                                                                                                                                                                                               ","15.986","yes                           ","matrix                        ","medium                        ","inDD                          ","gym                           "
2,17,"Childhood issues -> drinking parents -> underaged drinking                                                                                                                                                                                                                                                  ","21.973","yes                           ","node-linked                   ","small                         ","hier                          ","drinking                      "
25,17,"Obesity                                                                                                                                                                                                                                                                                                     ","10.639","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
31,17,"Pleasant gym time                                                                                                                                                                                                                                                                                           ","13.659","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
10,17,"Join sports societies -> more friends -> better social life                                                                                                                                                                                                                                                 ","15.193","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
33,17,"Gym buddy                                                                                                                                                                                                                                                                                                   ","12.87","yes                           ","matrix                        ","large                         ","outDD                         ","student                       "
32,17,"Gym overuse -> taking supplements -> Evident results                                                                                                                                                                                                                                                        ","26.711","yes                           ","matrix                        ","large                         ","alpha                         ","gym                           "
36,17,"Emotional problems -> binge eating -> health issues                                                                                                                                                                                                                                                         ","36.076","yes                           ","matrix                        ","large                         ","inDD                          ","drinking                      "
7,17,"Behavioural issues                                                                                                                                                                                                                                                                                          ","9.744","yes                           ","matrix                        ","small                         ","alpha                         ","drinking                      "
29,17,"Early age drinking                                                                                                                                                                                                                                                                                          ","29.422","yes                           ","node-linked                   ","large                         ","parallel                      ","drinking                      "
15,17,"Low salary                                                                                                                                                                                                                                                                                                  ","14.211","yes                           ","node-linked                   ","medium                        ","organic                       ","drinking                      "
14,17,"Self-motivation -> independent work -> pass exams                                                                                                                                                                                                                                                           ","10.994","yes                           ","node-linked                   ","medium                        ","hier                          ","student                       "
9,18,"Better social life                                                                                                                                                                                                                                                                                          ","10.015","yes                           ","matrix                        ","small                         ","outDD                         ","gym                           "
25,18,"Obesity                                                                                                                                                                                                                                                                                                     ","15.656","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
12,18,"Good argumentation -> critical thinking -> successful debates                                                                                                                                                                                                                                               ","24.607","yes                           ","matrix                        ","small                         ","inDD                          ","student                       "
26,18,"Feeling happy -> being fit -> emotional stability                                                                                                                                                                                                                                                           ","32.41","yes                           ","node-linked                   ","large                         ","hier                          ","gym                           "
28,18,"Missed deadlines -> Poor performance -> Fail exams                                                                                                                                                                                                                                                          ","68.622","yes                           ","node-linked                   ","large                         ","organic                       ","student                       "
