"question_id","participant_id","time","options_checked"
18,11,"32.478","{""pass exams                                        "",""missed deadlines                                  "",""low self-esteem                                   "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
12,11,"62.046","{""gym buddy                                         "",""join sports societies                             "",""large gym                                         ""}                                                                                                                                                                                                                                                                                                                                                    "
5,11,"26.854","{""smoking                                           "",""gambling                                          ""}                                                                                                                                                                                                                                                                                                                                                                                                         "
7,11,"70.496","{""gym dislike                                       "",""obesity                                           "",""popularity                                        "",""playing tennis                                    ""}                                                                                                                                                                                                                                                                                               "
6,11,"38.352","{""smoking                                           "",""health issues                                     "",""gambling                                          "",""drinking parents                                  ""}                                                                                                                                                                                                                                                                                               "
10,11,"34.438","{""regular gym attendance                            "",""tired body                                        "",""join sports societies                             ""}                                                                                                                                                                                                                                                                                                                                                    "
17,11,"39.229","{""pass exams                                        "",""independent work                                  "",""hard work                                         "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
3,11,"55.971","{""negative parenting                                "",""suicidal behaviour                                "",""lack of self-esteem                               "",""binge eating                                      ""}                                                                                                                                                                                                                                                                                               "
11,12,"61.99","{""gym buddy                                         "",""tired body                                        "",""more friends                                      "",""social gym experience                             ""}                                                                                                                                                                                                                                                                                               "
12,12,"124.726","{""gym buddy                                         "",""inability to focus                                "",""join sports societies                             "",""large gym                                         ""}                                                                                                                                                                                                                                                                                               "
14,12,"36.511","{""pass exams                                        "",""studying in the library                           "",""day-dreaming                                      "",""regular gym attendance                            ""}                                                                                                                                                                                                                                                                                               "
5,12,"42.614","{""low salary                                        "",""smoking                                           "",""gambling                                          "",""lack of self-esteem                               ""}                                                                                                                                                                                                                                                                                               "
18,12,"46.623","{""pass exams                                        "",""missed deadlines                                  "",""low self-esteem                                   "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
3,12,"46.695","{""negative parenting                                "",""suicidal behaviour                                "",""lack of self-esteem                               "",""binge eating                                      ""}                                                                                                                                                                                                                                                                                               "
17,12,"58.808","{""pass exams                                        "",""independent work                                  "",""hard work                                         "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
4,12,"32.439","{""underaged drinking                                "",""alcoholism                                        "",""drinking parents                                  "",""low grades                                        ""}                                                                                                                                                                                                                                                                                               "
16,12,"44.886","{""confidence                                        "",""study groups                                      "",""regular drinking                                  "",""many friends                                      ""}                                                                                                                                                                                                                                                                                               "
7,12,"47.527","{""gym dislike                                       "",""obesity                                           "",""popularity                                        "",""playing tennis                                    ""}                                                                                                                                                                                                                                                                                               "
1,12,"63.646","{""low grades                                        "",""low self-image                                    "",""bullying                                          "",""regular drinking                                  ""}                                                                                                                                                                                                                                                                                               "
15,12,"51.551","{""day-dreaming                                      "",""desire to study                                   "",""poor performance                                  ""}                                                                                                                                                                                                                                                                                                                                                    "
2,12,"77.704","{""emotional problems                                "",""obesity                                           "",""bullying                                          "",""health issues                                     ""}                                                                                                                                                                                                                                                                                               "
8,12,"76.95","{""regular gym attendance                            "",""pool                                              "",""trainers                                          "",""available gym facilities                          ""}                                                                                                                                                                                                                                                                                               "
10,12,"75.303","{""gym buddy                                         "",""regular gym attendance                            "",""tired body                                        "",""join sports societies                             ""}                                                                                                                                                                                                                                                                                               "
9,12,"68.887","{""taking supplements                                "",""regular gym attendance                            "",""gym buddy                                         "",""evident results                                   ""}                                                                                                                                                                                                                                                                                               "
13,12,"74.213","{""luck                                              "",""day-dreaming                                      "",""good planning                                     "",""studying in the library                           ""}                                                                                                                                                                                                                                                                                               "
6,12,"65.626","{""smoking                                           "",""health issues                                     "",""gambling                                          "",""drinking parents                                  ""}                                                                                                                                                                                                                                                                                               "
4,13,"35.871","{""underaged drinking                                "",""drinking parents                                  "",""low grades                                        ""}                                                                                                                                                                                                                                                                                                                                                    "
7,13,"26.166","{""popularity                                        "",""playing tennis                                    ""}                                                                                                                                                                                                                                                                                                                                                                                                         "
2,13,"48.245","{""emotional problems                                "",""obesity                                           "",""bullying                                          "",""health issues                                     ""}                                                                                                                                                                                                                                                                                               "
6,13,"29.409","{""smoking                                           "",""gambling                                          "",""drinking parents                                  ""}                                                                                                                                                                                                                                                                                                                                                    "
14,13,"57.127","{""studying in the library                           "",""day-dreaming                                      "",""regular gym attendance                            ""}                                                                                                                                                                                                                                                                                                                                                    "
12,13,"33.943","{""inability to focus                                "",""large gym                                         ""}                                                                                                                                                                                                                                                                                                                                                                                                         "
5,13,"21.837","{""smoking                                           "",""gambling                                          ""}                                                                                                                                                                                                                                                                                                                                                                                                         "
8,13,"20.598","{""pool                                              "",""trainers                                          "",""available gym facilities                          ""}                                                                                                                                                                                                                                                                                                                                                    "
13,13,"35.951","{""day-dreaming                                      "",""good planning                                     "",""studying in the library                           ""}                                                                                                                                                                                                                                                                                                                                                    "
3,13,"33.431","{""lack of self-esteem                               "",""binge eating                                      ""}                                                                                                                                                                                                                                                                                                                                                                                                         "
16,13,"48.623","{""study groups                                      "",""regular drinking                                  "",""many friends                                      ""}                                                                                                                                                                                                                                                                                                                                                    "
10,13,"36.198","{""gym buddy                                         "",""tired body                                        "",""join sports societies                             ""}                                                                                                                                                                                                                                                                                                                                                    "
9,13,"47.215","{""taking supplements                                "",""gym buddy                                         "",""evident results                                   ""}                                                                                                                                                                                                                                                                                                                                                    "
11,13,"31.974","{""gym buddy                                         "",""tired body                                        "",""more friends                                      "",""social gym experience                             ""}                                                                                                                                                                                                                                                                                               "
17,13,"34.759","{""pass exams                                        "",""hard work                                         "",""meditation                                        ""}                                                                                                                                                                                                                                                                                                                                                    "
18,13,"36.695","{""pass exams                                        "",""missed deadlines                                  ""}                                                                                                                                                                                                                                                                                                                                                                                                         "
15,13,"45.309","{""day-dreaming                                      "",""desire to study                                   "",""poor performance                                  ""}                                                                                                                                                                                                                                                                                                                                                    "
1,13,"68.24","{""low grades                                        "",""low self-image                                    "",""bullying                                          ""}                                                                                                                                                                                                                                                                                                                                                    "
8,14,"59.998","{""regular gym attendance                            "",""pool                                              "",""trainers                                          "",""available gym facilities                          ""}                                                                                                                                                                                                                                                                                               "
11,14,"71.574","{""gym buddy                                         "",""tired body                                        "",""more friends                                      ""}                                                                                                                                                                                                                                                                                                                                                    "
1,14,"82.857","{""low grades                                        "",""low self-image                                    "",""bullying                                          "",""regular drinking                                  ""}                                                                                                                                                                                                                                                                                               "
6,14,"59.622","{""smoking                                           "",""health issues                                     "",""gambling                                          "",""drinking parents                                  ""}                                                                                                                                                                                                                                                                                               "
10,14,"64.341","{""gym buddy                                         "",""regular gym attendance                            "",""tired body                                        "",""join sports societies                             ""}                                                                                                                                                                                                                                                                                               "
3,14,"78.472","{""negative parenting                                "",""suicidal behaviour                                "",""lack of self-esteem                               "",""binge eating                                      ""}                                                                                                                                                                                                                                                                                               "
2,14,"74.775","{""emotional problems                                "",""obesity                                           "",""bullying                                          "",""health issues                                     ""}                                                                                                                                                                                                                                                                                               "
18,14,"90.647","{""pass exams                                        "",""missed deadlines                                  "",""low self-esteem                                   "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
16,14,"70.39","{""confidence                                        "",""study groups                                      "",""regular drinking                                  ""}                                                                                                                                                                                                                                                                                                                                                    "
9,14,"62.088","{""taking supplements                                "",""regular gym attendance                            "",""gym buddy                                         "",""evident results                                   ""}                                                                                                                                                                                                                                                                                               "
12,14,"144.729","{""gym buddy                                         "",""inability to focus                                "",""join sports societies                             "",""large gym                                         ""}                                                                                                                                                                                                                                                                                               "
17,14,"75.876","{""pass exams                                        "",""independent work                                  "",""hard work                                         "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
7,14,"80.118","{""gym dislike                                       "",""obesity                                           "",""popularity                                        "",""playing tennis                                    ""}                                                                                                                                                                                                                                                                                               "
14,14,"98.168","{""pass exams                                        "",""studying in the library                           "",""regular gym attendance                            ""}                                                                                                                                                                                                                                                                                                                                                    "
13,14,"79.479","{""luck                                              "",""day-dreaming                                      "",""good planning                                     "",""studying in the library                           ""}                                                                                                                                                                                                                                                                                               "
15,14,"74.316","{""day-dreaming                                      "",""desire to study                                   "",""studying in the library                           "",""poor performance                                  ""}                                                                                                                                                                                                                                                                                               "
5,14,"78.872","{""low salary                                        "",""smoking                                           "",""gambling                                          "",""lack of self-esteem                               ""}                                                                                                                                                                                                                                                                                               "
4,14,"115.019","{""alcoholism                                        "",""drinking parents                                  "",""low grades                                        ""}                                                                                                                                                                                                                                                                                                                                                    "
2,15,"167.454","{""emotional problems                                "",""obesity                                           "",""bullying                                          "",""health issues                                     ""}                                                                                                                                                                                                                                                                                               "
18,15,"87.366","{""pass exams                                        "",""missed deadlines                                  "",""low self-esteem                                   "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
5,15,"106.782","{""smoking                                           "",""gambling                                          "",""lack of self-esteem                               ""}                                                                                                                                                                                                                                                                                                                                                    "
4,15,"63.247","{""underaged drinking                                "",""alcoholism                                        "",""drinking parents                                  "",""low grades                                        ""}                                                                                                                                                                                                                                                                                               "
12,15,"105.469","{""gym buddy                                         "",""inability to focus                                "",""join sports societies                             "",""large gym                                         ""}                                                                                                                                                                                                                                                                                               "
10,15,"100.016","{""gym buddy                                         "",""regular gym attendance                            "",""tired body                                        "",""join sports societies                             ""}                                                                                                                                                                                                                                                                                               "
3,15,"80.174","{""negative parenting                                "",""suicidal behaviour                                "",""binge eating                                      ""}                                                                                                                                                                                                                                                                                                                                                    "
6,15,"77.613","{""smoking                                           "",""health issues                                     "",""gambling                                          "",""drinking parents                                  "",""underaged drinking                                ""}                                                                                                                                                                                                                                          "
11,15,"80.391","{""gym buddy                                         "",""tired body                                        "",""more friends                                      "",""social gym experience                             ""}                                                                                                                                                                                                                                                                                               "
1,15,"211.525","{""low grades                                        "",""low self-image                                    "",""bullying                                          "",""regular drinking                                  ""}                                                                                                                                                                                                                                                                                               "
14,15,"103.734","{""pass exams                                        "",""studying in the library                           "",""day-dreaming                                      "",""regular gym attendance                            ""}                                                                                                                                                                                                                                                                                               "
8,15,"100.87","{""regular gym attendance                            "",""pool                                              "",""trainers                                          "",""available gym facilities                          ""}                                                                                                                                                                                                                                                                                               "
7,15,"181.99","{""gym dislike                                       "",""obesity                                           "",""popularity                                        "",""playing tennis                                    ""}                                                                                                                                                                                                                                                                                               "
9,15,"113.992","{""taking supplements                                "",""regular gym attendance                            "",""gym buddy                                         "",""evident results                                   ""}                                                                                                                                                                                                                                                                                               "
15,15,"134.789","{""day-dreaming                                      "",""desire to study                                   "",""studying in the library                           "",""poor performance                                  ""}                                                                                                                                                                                                                                                                                               "
17,15,"94.343","{""pass exams                                        "",""independent work                                  "",""hard work                                         ""}                                                                                                                                                                                                                                                                                                                                                    "
16,15,"94.931","{""confidence                                        "",""study groups                                      "",""regular drinking                                  "",""many friends                                      ""}                                                                                                                                                                                                                                                                                               "
13,15,"141.398","{""luck                                              "",""day-dreaming                                      "",""good planning                                     "",""studying in the library                           ""}                                                                                                                                                                                                                                                                                               "
15,16,"80.327","{""day-dreaming                                      "",""desire to study                                   "",""studying in the library                           "",""poor performance                                  ""}                                                                                                                                                                                                                                                                                               "
18,16,"93.622","{""pass exams                                        "",""missed deadlines                                  "",""meditation                                        ""}                                                                                                                                                                                                                                                                                                                                                    "
8,16,"100.79","{""regular gym attendance                            "",""pool                                              "",""trainers                                          "",""available gym facilities                          ""}                                                                                                                                                                                                                                                                                               "
13,16,"108.773","{""luck                                              "",""good planning                                     "",""studying in the library                           ""}                                                                                                                                                                                                                                                                                                                                                    "
17,16,"85.008","{""pass exams                                        "",""independent work                                  "",""hard work                                         "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
10,16,"78.351","{""gym buddy                                         "",""regular gym attendance                            "",""tired body                                        ""}                                                                                                                                                                                                                                                                                                                                                    "
